92.050, 108.362, 2.501, 57.600 False
92.057, 108.113, 2.501, 57.700 False
92.063, 107.863, 2.501, 57.800 False
92.070, 107.613, 2.501, 57.900 False
92.077, 107.363, 2.501, 58.000 False
92.084, 107.113, 2.501, 58.100 False
92.091, 106.863, 2.501, 58.200 False
92.098, 106.613, 2.501, 58.300 False
92.105, 106.363, 2.500, 58.400 False
92.112, 106.113, 2.500, 58.500 False
92.119, 105.863, 2.500, 58.600 False
92.126, 105.613, 2.500, 58.700 False
92.133, 105.363, 2.500, 58.800 False
92.140, 105.113, 2.500, 58.900 False
92.147, 104.863, 2.500, 59.000 False
92.153, 104.613, 2.500, 59.100 False
92.160, 104.363, 2.500, 59.200 False
92.166, 104.113, 2.500, 59.300 False
92.173, 103.863, 2.500, 59.400 False
92.179, 103.613, 2.500, 59.500 False
92.186, 103.363, 2.500, 59.600 False
92.192, 103.113, 2.500, 59.700 False
92.199, 102.863, 2.500, 59.800 False
92.205, 102.613, 2.500, 59.900 False
92.211, 102.363, 2.500, 60.000 False
92.217, 102.113, 2.500, 60.100 False
92.223, 101.863, 2.500, 60.200 False
92.229, 101.614, 2.500, 60.300 False
92.235, 101.364, 2.500, 60.400 False
92.240, 101.114, 2.500, 60.500 False
92.246, 100.864, 2.500, 60.600 False
92.252, 100.614, 2.500, 60.700 False
92.257, 100.364, 2.500, 60.800 False
92.262, 100.114, 2.500, 60.900 False
92.267, 99.864, 2.500, 61.000 False
92.272, 99.614, 2.500, 61.100 False
92.277, 99.364, 2.500, 61.200 False
92.282, 99.114, 2.500, 61.300 False
92.287, 98.864, 2.500, 61.400 False
92.292, 98.614, 2.500, 61.500 False
92.293, 98.364, 2.499, 61.600 False
92.296, 98.114, 2.500, 61.700 False
92.300, 97.864, 2.500, 61.800 False
92.304, 97.614, 2.500, 61.900 False
92.307, 97.364, 2.500, 62.000 False
92.310, 97.114, 2.500, 62.100 False
92.314, 96.864, 2.500, 62.200 False
92.317, 96.614, 2.500, 62.300 False
92.320, 96.364, 2.500, 62.400 False
92.323, 96.114, 2.500, 62.500 False
92.325, 95.864, 2.500, 62.600 False
92.328, 95.614, 2.500, 62.700 False
92.330, 95.364, 2.500, 62.800 False
92.333, 95.114, 2.500, 62.900 False
92.335, 94.864, 2.500, 63.000 False
92.337, 94.614, 2.500, 63.100 False
92.338, 94.364, 2.500, 63.200 False
92.340, 94.114, 2.500, 63.300 False
92.341, 93.864, 2.500, 63.400 False
92.343, 93.614, 2.500, 63.500 False
92.344, 93.364, 2.500, 63.600 False
92.345, 93.114, 2.500, 63.700 False
92.346, 92.864, 2.500, 63.800 False
92.346, 92.614, 2.500, 63.900 False
92.347, 92.364, 2.500, 64.000 False
92.347, 92.114, 2.500, 64.100 False
92.347, 91.864, 2.500, 64.200 False
92.348, 91.614, 2.500, 64.300 False
92.348, 91.364, 2.500, 64.400 False
92.347, 91.114, 2.500, 64.500 False
92.347, 90.864, 2.500, 64.600 False
92.347, 90.614, 2.500, 64.700 False
92.347, 90.364, 2.500, 64.800 False
92.346, 90.114, 2.500, 64.900 False
92.346, 89.864, 2.500, 65.000 False
92.346, 89.614, 2.500, 65.100 False
92.345, 89.364, 2.500, 65.200 False
92.345, 89.114, 2.500, 65.300 False
92.345, 88.864, 2.500, 65.400 False
92.345, 88.614, 2.500, 65.500 False
